Angle	Intensity
67.814	5.34E-03
67.831	7.53E-03
67.848	1.12E-02
67.865	7.53E-03
67.882	1.19E-02
67.899	6.79E-03
67.916	6.79E-03
67.933	1.92E-02
67.95	1.56E-02
67.967	1.26E-02
67.984	8.97E-03
68.001	1.65E-03
68.018	6.77E-03
68.035	9.19E-04
68.052	1.85E-04
68.069	6.03E-03
68.086	4.57E-03
68.103	1.26E-02
68.12	1.04E-02
68.137	1.63E-02
68.154	1.77E-02
68.171	1.33E-02
68.188	1.04E-02
68.205	3.09E-03
68.222	4.55E-03
68.239	1.41E-02
68.256	-2.76E-03
68.273	1.33E-02
68.29	6.01E-03
68.307	8.87E-04
68.324	1.92E-02
68.341	4.54E-03
68.358	1.19E-02
68.375	5.27E-03
68.392	1.55E-02
68.409	2.34E-03
68.426	1.48E-02
68.443	9.65E-03
68.46	8.72E-04
68.477	1.33E-02
68.494	-2.06E-03
68.511	5.99E-03
68.528	1.33E-02
68.545	1.55E-02
68.562	1.77E-02
68.579	1.40E-02
68.596	9.64E-03
68.613	5.98E-03
68.63	5.25E-03
68.647	4.51E-03
68.664	-1.34E-03
68.681	1.18E-02
68.698	8.17E-03
68.715	6.70E-03
68.732	9.63E-03
68.749	1.04E-02
68.766	1.18E-02
68.783	6.70E-03
68.8	5.24E-03
68.817	4.50E-03
68.834	2.31E-03
68.851	4.50E-03
68.868	6.69E-03
68.885	4.50E-03
68.902	1.40E-02
68.919	8.89E-03
68.936	5.96E-03
68.953	8.88E-03
68.97	1.47E-02
68.987	5.22E-03
69.004	2.30E-03
69.021	9.61E-03
69.038	2.30E-03
69.055	1.69E-02
69.072	5.22E-03
69.089	7.41E-03
69.106	7.41E-03
69.123	6.68E-03
69.14	6.68E-03
69.157	1.40E-02
69.174	8.14E-03
69.191	7.41E-03
69.208	8.14E-03
69.225	-6.37E-04
69.242	1.91E-02
69.259	9.60E-03
69.276	1.56E-03
69.293	-2.10E-03
69.31	-6.39E-04
69.327	5.94E-03
69.344	1.11E-02
69.361	3.02E-03
69.378	8.21E-04
69.395	3.02E-03
69.412	4.48E-03
69.429	1.33E-02
69.446	3.75E-03
69.463	3.01E-03
69.48	5.21E-03
69.497	1.03E-02
69.514	4.48E-03
69.531	6.67E-03
69.548	2.28E-03
69.565	3.74E-03
69.582	8.13E-03
69.599	8.13E-03
69.616	3.74E-03
69.633	8.48E-05
69.65	5.94E-03
69.667	1.32E-02
69.684	7.40E-03
69.701	2.28E-03
69.718	-6.48E-04
69.735	-6.48E-04
69.752	8.13E-03
69.769	3.01E-03
69.786	8.14E-04
69.803	3.74E-03
69.82	8.13E-03
69.837	6.67E-03
69.854	-6.49E-04
69.871	-4.31E-03
69.888	-4.31E-03
69.905	-6.49E-04
69.922	7.40E-03
69.939	8.13E-03
69.956	8.13E-03
69.973	8.86E-03
69.99	8.22E-05
